,Prompt,GT
1623,What is the first step when investigating a computer crime? **Options:** A) Photograph the area computer and contents on the screen B) Advise individuals in the area of their rights before evidence is collected C) Quickly look for planted logic bombs and Trojan horses to ensure damage cannot be done D) Power off the computer system,A
1624,"What is one primary reasoning behind the argument that the closed source approach is not as closed as advertised? **Options:** A) Even with efforts to maintain the secrecy of source code, it is often exposed to employees, partners, and potentially malicious attackers B) Source code secrecy does not actually protect closed source software from being thoroughly scrutinized and potentially exploited by attackers. C) Both A and B. D) None of the above.",C
1625,"The Trusted Platform Module (TPM) is implemented as a separate processor on the PC motherboard and is associated with which hardware manufacturer? **Options:** A) AMD B) Intel C) IBM D) The Trusted Platform Module (TPM) is an international standard for a secure cryptoprocessor, and it is not exclusively developed or owned by any single manufacturer",D
1626,What is the device that interprets digital and analog signals to enable data transmission over telephone lines? **Options:** A) Router B) Modem C) Switch D) Hub,B
1627,"What phase of the NSA InfoSec Assessment Methodology (IAM) involves exploring and confirming conclusions made during the pre-assessment phase, gathering data and documentation, and conducting interviews? **Options:** A) Pre-assessment phase B) Red team assessment C) On-site phase D) Post-assessment phase",C
1628,What do we call an ARP response without a corresponding ARP request? **Options:** A) IP response B) Gratuitous ARP C) Is-at response D) Who-has ARP,B
1629,What term describes the intention to deceive as a fundamental cybersecurity principle? **Options:** A) Malicious intent B) Malintent C) Criminology D) Scienter,D
1630,What is the purpose of forensic examination in cybersecurity incident response? **Options:** A) To conduct interviews with potential suspects B) To collect and analyze evidence for investigation and potential legal proceedings C) To covertly monitor the network for critical incidents D) To initiate a chain of custody for evidence,B
1631,What is the purpose of a mantrap? **Options:** A) To control vehicle traffic B) To ensure total control of access C) To provide physical security D) To prevent unauthorized access,D
1632,"According to the fail terms definitions related to physical and digital products, which state prioritizes protecting assets over people? **Options:** A) Fail-Open B) Fail-Safe C) Fail-Closed D) Fail-Secure",D
1633,What is the potential threat to information security from the use of minisupercomputers? **Options:** A) Disruption of the WAN connectivity B) Possible unauthorized access to the attached processor through the mainframe C) Authentication system exposure D) Loss of confidentiality in document imaging,B
1634,Which of the following is NOT a type of computer backup (file copying method)? **Options:** A) Primary B) Update C) Duplicate D) Archive,A
1635,What is the process of saving data for future use or reference? **Options:** A) Retention of evidence B) Recovery C) Eradication D) Containment,A
1636,What type of mode requires a unique binary sequence for each encryption operation in a block cipher? **Options:** A) Cipher Block Chaining (CBC) B) Electronic Codebook (ECB) C) Both A and B D) None of the above,A
1637,"In cryptography, what does DES stand for? **Options:** A) Data Encryption Standard B) Data Encryption System C) Data Encoding System D) Digital Encoding Standard",A
1638,Which EAP method is based on the TLS protocol and uses digital certificates for mutual authentication of client and server? **Options:** A) EAP-PSK B) EAP-TTLS C) EAP-GPSK D) EAP-TLS,D
1639,What is the primary security concern associated with cookies? **Options:** A) They can access sensitive information B) They can execute on the host computer C) They can be intercepted and modified by attackers D) They cannot be removed or edited,C
1640,What is the strongest method for securing data transmission over a network? **Options:** A) WPA2 B) HTTP C) WPA D) WEP,A
1641,Which security response best mitigates the risk of a lost or stolen laptop? **Options:** A) Keeping minimal sensitive data on the system B) Hard drive encryption C) Cable locks D) Strong passwords,B
1642,What is the benefit of CCTV cameras in deterring misconduct? **Options:** A) They lead to an increase in employee misconduct B) They create a conscious awareness and discourage misconduct C) They have no impact on employee behavior D) They guarantee absolute prevention of all forms of misconduct,B
1643,Which statement below is accurate about the reasons to implement a layered security architecture? **Options:** A) A layered security approach is not necessary when using COTS products. B) A layered security approach is intended to increase the work-factor for an attacker. C) A layered approach doesn’t really improve the security posture of the organization. D) A good packet-filtering router will eliminate the need to implement a layered security architecture.,B
1644,What should you configure to improve wireless security? **Options:** A) Remove repeaters B) IP spoofing C) Enable the SSID D) MAC filtering,D
1645,"Which model allows researchers to identify hotspots for cybercrime, such as poorly configured systems that are easier to compromise? **Options:** A) Situational crime prevention B) Pattern theory of crime C) Rational choice theory D) None of the above",B
1646,What is the purpose of vulnerability assessment in security testing? **Options:** A) Conducting log reviews B) Conducting ethical disclosure C) Synthetic transaction testing D) Identifying and mitigating security vulnerabilities,D
1647,"The identity and access management lifecycle consists of which steps? **Options:** A) Setup, review, auditing B) Provisioning, review, revocation C) Identification, authentication, authorization D) Creation, monitoring, termination",B
1648,What is the purpose of key stretching in cryptography? **Options:** A) To authenticate hardware and software configuration to a remote server B) To process a weak key and output an enhanced and more powerful key C) To make the relationship between a key and the ciphertext more complex D) To obtain control of a target computer through a vulnerability,B
1649,What is the first thing a hacker should do after gaining administrative access to a system? **Options:** A) Copy important data files B) Create a new user account C) Change the administrator password D) Disable auditing,D
1650,What is the primary purpose of establishing clipping levels for alarm activation? **Options:** A) To avoid false or nuisance alarms B) To ensure rapid response to true alarms C) To prevent backup of incident reports D) To minimize the number of incidents reported,A
1651,"What is the main concern associated with the use of intelligence gathered via surveillance for economic espionage, based on the content? **Options:** A) The West's reliance on electronic intelligence resulted in a misunderstanding of the actual economic position of the USSR. B) The surveillance practices focused mainly on military intelligence gathering over economic intelligence, which led to poor economic planning. C) The intelligence gathered for economic espionage was found to be inaccurate and unreliable, leading to poor economic decisions. D) The focus on economic intelligence and surveillance was driven by private and bureaucratic interests, resulting in poor economic and political intelligence.",D
1652,What is the primary risk associated with SMS phishing attacks on mobile devices? **Options:** A) Inability to track the sender of the phishing message B) Potential exposure to malware and malicious links C) Increased battery consumption D) Quick and easy access to personal user data,B
1653,What type of HTTP authentication scheme exposes user credentials in plain text if not protected by HTTPS? **Options:** A) Bearer token B) Form-based HTTP authentication C) Digest Access Authentication D) Basic HTTP authentication,D
1654,What is the term for sites such as hotels or airports that use limited‐functionality web pages for authentication? **Options:** A) Rogue website B) Cloned website C) Phishing site D) Captive portal,D
1655,What is the primary concern of data base security? **Options:** A) Securing data from unauthorized access and ensuring its integrity. B) Protecting data from physical damage and loss. C) Preventing system downtime and ensuring high availability. D) Ensuring encryption of data at rest and in transit.,A
1656,What is the importance of retaining documentation and evidence within BAU processes? **Options:** A) To shift responsibility for security controls B) To reduce the cost of PCI DSS assessments C) To maintain compliance with country laws D) To provide evidence of security control effectiveness and compliance,D
1657,Which of the following encryption mechanisms introduced the Temporal Key Integrity Protocol? **Options:** A) WEP B) WPA2 C) WPS D) WPA,D
1658,How does application whitelisting contribute to the security of mobile devices? **Options:** A) Increase power efficiency B) Enable remote wipe capabilities C) Prevent geotagging D) Restrict access to approved applications,D
1659,Which feature is added to Internet Explorer in XP Service Pack 3? **Options:** A) Improved security center B) Pop-up blocker C) Increased download capacity D) Enhanced browsing speed,B
1660,Which cryptographic concept best describes that a message remains unmodified and secure during its transmission? **Options:** A) Nonce B) Digital signature C) Encryption D) Hashing,B
1661,"What does transparency refer to in the context of security controls? **Options:** A) The process of encryption and hashing to ensure the protection of confidentiality and integrity. B) The mechanism for recording the specifics of a communication, such as source, destination, time stamps, and transmission status. C) The characteristic of a service, security control, or access mechanism that ensures that it is unseen by users and minimally impacts performance. D) A method of intrusion detection that allows passive monitoring of network traffic for security threats or policy violations.",C
1662,Which type of metadata is associated with the physical location from which data is generated? **Options:** A) Location metadata B) Traffic metadata C) Device metadata D) Communication metadata,A
1663,What is the main purpose of a DHCP starvation attack? **Options:** A) To capture encrypted messages and strip the encryption from them B) To capture traffic from specific hosts on the network C) To exhaust all IP addresses from a legitimate server and control IP allocations D) To intercept DNS requests and provide responses to the requestor,C
1664,What kind of systems require transactions to be authorized by two or more staff members? **Options:** A) Systems using dual control policies B) Systems using separation of duty policies C) Systems using least privilege policies D) Systems using non-repudiation policies,A
1665,"If you were to see the subnet mask 255.255.248.0, what CIDR notation (prefix) would you use to indicate the same thing? **Options:** A) /23 B) /22 C) /20 D) /21",D
1666,What is the role of authentication tokens in a cybersecurity environment? **Options:** A) To verify the identity of users and provide secure access to network resources B) To verify the integrity of network devices C) To encrypt network traffic for secure transmission D) To manage physical access control to the organization's premises,A
1667,What type of authentication mechanism relies on dynamic authentication data that changes with each session between a claimant and verifier? **Options:** A) Continous authentication B) Static authentication C) Password-based authentication D) Robust authentication,D
1668,"Which Act transferred authority over civil aviation security from the Federal Aviation Administration (FAA) to the Transportation Security Administration (TSA)? **Options:** A) The Public Health Security, Bioterrorism Preparedness & Response Act of 2002 B) The USA PATRIOT Act of 2001 C) The Aviation and Transportation Security Act of 2001 D) The E-Government Act of 2002",C
1669,"Who designed the IDEA block cipher, utilizing operations such as XOR, modulo 2^16+1 multiplication, and modulo 2^16 addition in each round? **Options:** A) Xuejia Lai and James Massey B) Roy L. Adler C) K. Nyberg D) T. J. Beth and C. Ding",A
1670,What is the best way to authenticate system users using something that they know? **Options:** A) Challenge-Response Tokens B) Retinal Scan C) Fingerprint Scan D) Photo ID Card,A
1671,Which antivirus detection method maintains a large database to identify known viruses? **Options:** A) Signature-based detection B) Heuristic analysis C) Behavior-based detection D) Zero-day detection,A
1672,As a security administrator you have recently learned of an issue with the webbased administrative interface on your Web server. You want to provide a countermeasure to prevent attacks via the administrative interface. All of the following are countermeasures to use in this scenario EXCEPT: **Options:** A) Control which systems are allowed to connect to and administer the Web server B) Hardcode the authentication credentials into the administrative interface links C) Use a stronger authentication technique on the Web server D) Remove the administrative interfaces from the Web server,B
1673,What is the primary goal of Administrative Simplification under HIPAA? **Options:** A) To reduce the costs of healthcare through widespread use of electronic data interchange. B) To standardize medical diagnoses for better accuracy. C) To ensure that healthcare workers are properly trained in using electronic systems. D) To protect patient data from being accessed by insurance companies.,A
1674,Why should software not related to work be used on any computer that is part of the network? **Options:** A) It is not compatible with the network infrastructure B) It reduces the available storage space C) It may slow down the network D) It can lead to data breaches and compromise security,D
1675,Your organization uses the Kerberos protocol to authenticate users of the network. Which statement is true of the key distribution center (KOC) when this protocol is used? **Options:** A) The KOC is used to maintain and distribute public keys for each session B) The KOC is used to store distribute and maintain cryptographic session keys C) The KOC is only used to store secret keys D) The KOC is used to capture secret keys over the network,B
1676,What is the primary goal of risk management in information security? **Options:** A) Acknowledging all potential risks B) Avoiding any potential risks C) Eliminating all potential risks D) Minimizing the impact of potential risks,D
1677,What portion of the change management process would help to prioritize tasks? **Options:** A) Change audit B) Request control C) Release control D) Configuration control,B
1678,"What is one of the key differences between PPTP and L2TP VPN protocols? **Options:** A) L2TP allows for header compression, while PPTP does not. B) PPTP can only support a single tunnel between endpoints, while L2TP allows for multiple tunnels. C) PPTP allows for tunnel authentication, while L2TP does not. D) L2TP requires the internetwork to be an IP internetwork, while PPTP does not.",B
1679,"In polyalphabetic substitution, how many rules are used to encipher plaintext letters? **Options:** A) No rules B) Two rules C) One rule D) Multiple rules",D
1680,What does MCM (mobile content management) system consider when controlling company resources and the means by which they are accessed or used on mobile devices? **Options:** A) Company's financial resources B) Device capabilities C) Location of wireless access points D) Online gaming preferences,B
1681,What is a key factor determining the effectiveness of a security infrastructure in an enterprise environment? **Options:** A) The ability to block all potential external threats B) Ease of circumvention by employees C) Complexity of security controls D) Minimal impact on user productivity,D
1682,Which of the following is a key aspect of a secure remote access system? **Options:** A) No logging and auditing of system utilization B) Absence of granular access control C) Transparent reproduction of the workplace environment D) Access to the corporate internal network without two-factor authentication,C
1683,What is the primary purpose of a security policy? **Options:** A) Assigning administrative control to individuals B) Assigning specific tasks to individuals C) Defining the organizational security needs D) Implementing security measures,C
1684,"What is the primary purpose of remote access and telecommuting techniques? **Options:** A) Establish end-to-end encryption for communication B) Provide VPN connectivity for secure communications C) Achieve remote node operation for wireless networking D) Enable users to work from remote locations, aside from their regular office environment",D
1685,What does payload inspection refer to in a firewall configuration? **Options:** A) Analyzing packet headers B) Detecting malicious intrusion attempts C) Managing content filtering D) Examining packet payload for certain patterns,D
1686,What is the main role of Reciprocal Rapid Data Collaboration (RRDC) in protecting against attacks on cyber-physical systems? **Options:** A) To facilitate the integration of legacy control systems with modern security technologies. B) To ensure the secure exchange of information between IoT devices and cloud-based services. C) To anonymize and aggregate sensitive operational data to prevent unauthorized access. D) To enable real-time sharing of security information among interconnected ICS and critical infrastructure entities.,D
1687,Which protocol is commonly used for securing email communication with cryptographic security services? **Options:** A) DNS B) S/MIME C) POP3 D) SMTP,B
1688,What is a common use case for a transparent proxy server? **Options:** A) Mediating between clients and servers B) Performing access control page redirection C) Providing internet access while protecting client identity D) Blocking access to unauthorized devices in a WAP,C
1689,What technique is being used to find information about a system by sending special packets to a target and analyzing the responses? **Options:** A) Fingerprinting B) Remote code execution (RCE) C) SQL injection D) Cross-site scripting (XSS),A
1690,What is the purpose of the assigned security responsibility standard? **Options:** A) To validate access to facilities based on role B) To assign security responsibility for healthcare providers C) To appoint an individual responsible for security policies and procedures D) To ensure data backup and storage procedures are in place,C
1691,In which layer of the OSI model does the TCP/IP protocol operate? **Options:** A) Transport layer B) Network layer C) Presentation layer D) Application layer,A
1692,"You’re running an IDLE scan and send the first packet to the target machine. Next, the SYN/ACK packet is sent to the zombie. The IPID on the return packet from the zombie is 22346. If the starting IPID was 22345, in what state is the port on the target machine? **Options:** A) Unknown B) Closed C) Open D) None of the above",B
1693,What model provides a way for designers to map abstract statements in a security policy into the algorithms and data structures necessary to build software? **Options:** A) Security perimeter model B) Security kernel model C) Access control model D) Security model,D
1694,"Which of the following is NOT considered a good attribute for a security metric? **Options:** A) Remark: Consistently measured, without subjective criteria B) Contextually specific and relevant to decision-makers C) Expressed as a cardinal number or percentage D) Inconsistently measured, usually because they rely on subjective judgments",D
1695,Which SQL function is used to return the number of records that meet specified criteria? **Options:** A) COUNT( ) B) SUM( ) C) MAX( ) D) MIN( ),A
1696,What type of framework is OAuth 2.0? **Options:** A) Decentralized protocol B) Single sign-on protocol C) Authorization protocol D) Authentication protocol,C
1697,"What critical components should be included in a business continuity training plan? **Options:** A) Disaster recovery procedures only B) Physical security guidelines only C) Risk assessment guidelines only D) Emergency response training, continuity plan procedures, and business continuity team responsibilities",D
1698,What is an important consideration for creating access passwords on a Windows system? **Options:** A) Passwords containing common nouns B) Use of single-character passwords C) Use of user's proper name in password D) Passwords that should remain confidential,D
1699,What is a characteristic feature of a rainbow table in password cracking? **Options:** A) It comprises a huge compilation of password hashes B) It is an active online attack method C) It uses alphabet substitution to crack passwords D) It is the fastest method for cracking passwords,A
1700,What is a crucial element for the effective operation of a firewall? **Options:** A) Use of intrusion detection systems B) Absence of security policies C) Development of a security architecture D) Implementation of a stringent security audit,C
1701,"What should be used as a tool to respond to identified risks in an operations setting? **Options:** A) Compensating Controls B) Technical or Logical Controls C) Corrective Controls D) It varies based on the circumstances, with each risk being evaluated on an individual basis",D
1702,"In public-key encryption for one-way authentication, what is the function of the digital signature? **Options:** A) To decrypt the message sent by the sender B) To authenticate the sender to the recipient C) To allow the recipient to decrypt the entire message with the sender's public key D) To encrypt the message for confidentiality",B
1703,Which port from the list is commonly utilized for email communication? **Options:** A) 110 B) 22 C) 443 D) 3389,A
1704,What is the primary function of a secure token service (STS) in a web services security architecture? **Options:** A) To establish secure communication channels between web services. B) To perform biometric authentication for user access. C) To detect and prevent external network attacks. D) To issue security tokens for authentication and authorization.,D
1705,Which type of RAID configuration provides fault tolerance by holding parity information for one disk? **Options:** A) RAID-6 B) RAID-5 C) RAID-0 D) RAID-1,B
1706,Which command is used to install IPv6 on a Windows machine via the command line? **Options:** A) installipv6 B) addipv6 C) netsh ipv6 install D) ipv6install,C
1707,What is a necessary condition for the security of the RSA mechanism? **Options:** A) The security is based on the assumed difficulty of calculating discrete logarithms in elliptic curves. B) The length of the modulus n should be at least 512 bits C) The length of the modulus n should be at least 3000 bits D) The public exponent e must be less than 2,C
1708,Why is public key cryptography considered more suitable for authentication and secure communication compared to symmetric key cryptography? **Options:** A) It relies on a single key to both encrypt and decrypt information. B) It requires the distribution and management of a large number of keys. C) It involves the manipulation of large prime numbers and complex mathematical operations. D) It enables the secure sharing and verification of public keys through digital signatures and certificates.,D
1709,What does the principle of 'use of the system should not require a long list of rules or mental strain' emphasize? **Options:** A) Technical specifications B) Stringent regulations C) Complexity and mental effort D) Ease of use and performance impact,D
1710,"Which authentication type provides centralized administration of dial-up, VPN, and wireless authentication and can be used with EAP and 802.1X? **Options:** A) 802.1X B) Kerberos C) LDAP D) RADIUS",D
1711,"In the context of cybersecurity, what is the term used to describe protecting digital content after it’s been descrambled and made available within the home? **Options:** A) Digital Rights Management (DRM) B) Content Scrambling System (CSS) C) Two-factor Authentication D) End-to-end Encryption",A
1712,Which element of telecommunication is used to ensure confidentiality? **Options:** A) Firewall services B) Intrusion detection services C) RAID D) Network security protocols,D
1713,"In the context of access, what is the object of an access request? **Options:** A) The security controls in place B) The resource a user or process wishes to access C) The user making the access request D) The subject of the access request",B
1714,Which motivation might drive a publisher to commit click fraud by clicking on their own ads or asking friends to click on the ads? **Options:** A) Financial gain B) Nonfinancial reasons C) Competitive advantage D) Personal vendetta,A
1715,Which of the following is a potential security concern of remote connections if not protected and monitored sufficiently? **Options:** A) All answers are correct B) Inability to upgrade or patch C) Exposure to malicious code D) Difficulty in troubleshooting,A
1716,What is the primary authentication method for validating each device in a machine certificate and EAP-TLS based architecture? **Options:** A) Certificate-based digital signatures B) Raw public key digital signatures C) PSKs D) EAP,A
1717,What does a security model provide a framework for implementing? **Options:** A) Security policy B) Firewalls C) Security protocols D) User authentication,A
1718,What is WEP commonly known as? **Options:** A) Wireless End Point B) Wired Encryption Protocol C) Wi-Fi End Point D) Wired Equivalent Privacy,D
1719,"During risk analysis, what will be determined to establish an overall likelihood that indicates the probability a potential threat may be exercised against the asset under review? **Options:** A) Impact of the threat B) Cost-benefit ratio C) Probability of occurrence D) Risk level",C
1720,What type of systems are used to manage user identities and control access to computer and network resources? **Options:** A) Role-Based Access Control (RBAC) B) Discretionary Access Control (DAC) C) Identity and Access Management D) Access Control Lists (ACL),C
1721,What response is missing in a SYN flood attack? **Options:** A) SYN B) URG C) ACK D) SYN-ACK,C
1722,Which of the following is a fundamental vulnerability of Instant Messaging (IM)? **Options:** A) Openness in service provision allows anyone to establish an IM service. B) User anonymity through aliases reduces accountability and facilitates malicious actions C) Clear transmission of most IM traffic makes it vulnerable to leakage in the network D) All of the above,D
1723,What types of attacks are addressed by the Android and iOS operating systems? **Options:** A) Malicious and unintentional data loss B) Resource and service availability abuse C) Attacks on the integrity of data D) All of the above,D
1724,What is the purpose of mapping new standards and industry requirements to an organization's existing control standards or to ISO 17799? **Options:** A) To ensure that any new item is assimilated into the controls list and that items are not duplicated B) To conduct a cost-benefit analysis C) To establish recovery time objectives D) To identify potential risks and vulnerabilities to the organization's assets,A
1725,"Which of the following practices involves a systematic approach to considering each system component relative to potential threats such as spoofing identity, tampering with data, and denial of service? **Options:** A) Define Metrics and Compliance Reporting B) Provide Training C) Establish Design Requirements D) Perform Threat Modelling",D
1726,"In the mesh encryption solution, what is the recommended approach to network encryption for traffic between nodes? **Options:** A) TLS at the application layer B) VPN tunneling C) IPsec in transport mode D) SSH tunneling",C
1727,What is the main purpose of a honeypot in a network environment? **Options:** A) To identify insider abuses of a system B) To provide services to public networks without direct access to the internal network C) To act as a decoy and draw attackers away from critical resources D) To examine and reassemble fragmented traffic passing through a network,C
1728,Which security measure is used to prevent unauthorized access to a computer network? **Options:** A) Firewalls B) Debugging tools C) Open ports D) Password sharing,A
1729,What is the best defensive action that system administrators can take against the threat posed by brand new malicious code objects that exploit known software vulnerabilities? **Options:** A) Install anti-worm filters on the proxy server B) Prohibit Internet use on the corporate network C) Apply security patches as they are released D) Update antivirus definitions monthly,C
1730,Which step function in SHA-3 operates to update each bit based on its current value and the value of the corresponding bit position in the next two lanes in the same row? **Options:** A) Chi function B) Iota function C) Pi function D) Theta function,A
1731,Which type of device can perform Network Address Translation (NAT) for an organization using private IP addressing to allow Internet access? **Options:** A) Routers B) Proxies C) Layer three switches D) All of the above,D
1732,Which security mechanism is used to protect against unauthorized users from accessing any service on a network? **Options:** A) Firewall B) Application Gateway C) Intrusion Detection System D) Authentication and Authorization,D
1733,What is the purpose of employing a layered approach to security in cybersecurity? **Options:** A) To protect the network against unauthorized access and external attacks B) To provide a comprehensive defense against various threats and attacks C) To hide malicious code within the core of the operating system D) To ensure data is recoverable in case of system failure or loss,B
1734,What is the key benefit of becoming actively involved in a security-related trade organization? **Options:** A) Exclusive access to private security information and government resources B) Certification opportunities for professional advancement C) Access to discounted security products and services D) Networking to provide assistance when a problem arises,D
1735,"What is the function of a user name service in security architecture? **Options:** A) Storing descriptive information about users, such as their office location and telephone number B) Assigning unique names to users and returning system user identifiers C) Implementing a hierarchical structure of control within the enterprise D) Resolving aliases and managing group names within the system",B
1736,What terms best describe regulating and filtering network access based on rules? **Options:** A) Web Application Firewalls (WAF) B) Router C) Intrusion Detection System D) Firewall,D
1737,Which of the following principles refers to a situation where a client device is checked to be compliant before it is allowed to connect to the corporate intranet? **Options:** A) Access control B) Endpoint security C) Intrusion prevention D) Data leakage prevention,B
1738,What is a fundamental component enabling decentralized computing with microprocessors? **Options:** A) Decentralized communication protocols. B) Interconnected microprocessors. C) Universal memory chips. D) Complex microprocessor architecture.,B
1739,How does a firewall contribute to network security? **Options:** A) By authenticating users connecting to the network B) By physically shielding the internal network from external threats C) By controlling and filtering network traffic based on predetermined rules D) By encrypting all data passing through the network,C
1740,What is an XMAS scan? **Options:** A) UDP scan with FIN/PSH set B) UDP scan SYN/URG/FIN set C) TCP scan with SYN/ACK/FIN set D) TCP scan with FIN/PSH/URG set,D
1741,"Which type of update includes a tested, cumulative set of hotfixes, security updates, critical updates, and additional fixes for problems found internally since the release of the product? **Options:** A) Service pack B) Critical update C) Security update D) Driver update",A
1742,Which cryptographic mechanism creates a cryptographic code that cannot be reversed? **Options:** A) Symmetric encryption B) Encrypting with a stream cipher C) Hashing D) Asymmetric encryption,C
1743,What is the primary purpose of a dedicated evidence storage system? **Options:** A) To retain logs and records of digital events for future comparison B) To perform root cause analysis of incidents C) To maintain quality of environmental conditions D) To minimize the need for environmental monitoring,A
1744,What principle is used to demonstrate that a signed message came from the owner of the key that signed it? **Options:** A) Non-verifiability B) Authority C) Integrity D) Non-repudiation,D
1745,What is the purpose of intrusion-detection and/or intrusion-prevention techniques according to PCI DSS Requirement 11.5.1? **Options:** A) To identify any network failures B) To detect and/or prevent network intrusions C) To prevent all unauthorized access attempts D) To secure the network from any cyber attacks.,B
1746,Which type of attack ties up a system by forging SYN packets with bogus source addresses? **Options:** A) Service Request Floods B) Ping of Death C) ICMP Flood Attack D) Syn Attack/Flood,D
1747,What is the primary purpose of creating a standardized image for virtual machines within an organization? **Options:** A) To ensure compatibility between VMs B) To enforce security configurations from the beginning C) To reduce the occurrence of virtualization sprawl D) To centralize patch management,B
1748,What type of network does a Virtual Private Network (VPN) use to allow users to connect to an enterprise server located at the edge of the enterprise LAN? **Options:** A) A public internetwork. B) A private network. C) A virtual network. D) A secure network.,A
1749,"When you are attempting to install a new security mechanism for which there is not a detailed step-by-step guide on how to implement that specific product, which element of the security policy should you turn to? **Options:** A) Policies B) Standards C) Guidelines D) Procedures",C
1750,"What does the linear equivalence L(s) of the n-sequence s signify? **Options:** A) The average number of agreements minus disagreements between s0(t) and s0(t + t) B) The period of the combined generator C) The length of the shortest LFSR that generates s D) The fraction of times t that the condition (s0(t), s0(t + 1), ..., s0(t + (k - 1))) = u holds",C
1751,What kind of coverage can pay for lost earnings and expenses during the period of time the business is shut down? **Options:** A) Valuable papers coverage B) Boiler and machinery coverage C) Business interruption coverage D) Extra expense coverage,C
1752,What is the purpose of User Account Control (UAC) in Windows? **Options:** A) To disable all security measures for ease of use B) To give all users full administrative rights C) To prevent unauthorized access and user error D) To bypass the logon process for standard users,C
1753,What is the purpose of having security policies and operational procedures in an organization's cybersecurity framework? **Options:** A) To protect against malware and phishing attacks. B) To manage access control and encryption methods. C) To document roles and responsibilities within the organization. D) To define the entity’s security objectives and processes for achieving consistent security outcomes.,D
1754,Which action is a protection against DNS spoofing? **Options:** A) Maintaining physical access security and employing encryption B) Using static ARP mappings and session identification C) Implementing DNS spoofing detection and deploying packet modification tools D) Allowing only authorized changes to DNS and restricting zone transfers,D
1755,"In cryptographic technologies, what does XOR stand for? **Options:** A) External Object Representation B) Xternal Output Relay C) Exclusive Or D) Extra Operation Routing",C
1756,"In the context of computer architecture, what is primarily responsible for integrating legacy peripheral devices and doesn’t support Plug and Play (PnP) setup? **Options:** A) IRQ B) ARQ C) CRQ D) None of the above",A
1757,What type of encryption is the fastest to use for large amounts of data? **Options:** A) Private B) Public C) Asymmetric D) Symmetric,D
1758,Which type of security is most manageable and important for system analysts and developers? **Options:** A) Hardware security B) Information system security C) Network security D) Software security,B
1759,Which type of malware can directly compromise programs and data leading to a potential loss of data integrity? **Options:** A) Backdoor B) Hoax C) Worm D) Data diddler,D
1760,For what purpose can Shamir's secret sharing scheme be used? **Options:** A) To efficiently compress large messages B) To distribute cryptographic keys C) To securely split a secret among users D) To verify digital signatures,C
1761,What is the primary goal of security in terms of penetration testing? **Options:** A) To exploit discovered vulnerabilities in the system B) To perform a vigorous attack to break into the protected network C) To prevent penetrations by discovering weaknesses and implementing countermeasures D) To cause system damage without exploiting discovered vulnerabilities,C
1762,What is one of the primary purposes of using passfaces as an authentication method? **Options:** A) To enhance security through the human ability to recognize familiar faces B) To improve user experience by streamlining the authentication process C) To provide an additional layer of security by recognizing facial features D) To prevent password guessing attempts by implementing visual authentication,A
1763,"Which protocol uses public key cryptography to provide encryption, access control, nonrepudiation, and message authentication using IP-based protocols? **Options:** A) IPsec B) SSH C) SSL D) Kerberos",A
1764,What is the biggest concern associated with grid computing? **Options:** A) Resource Scalability B) Data Consistency C) Performance Stability D) Security and Confidentiality,D
1765,A distributed network is a type of computer network that is spread over different networks typically in different locations. If you were using this type of system a good way to speed access to large files would be to implement which of the following? **Options:** A) Content Distribution Network B) Proxy for web caching C) Reverse proxy for load balancing D) Private cloud for laaS,A
1766,"What is the best way to secure a remote desktop server according to the given risk assessment? **Options:** A) Place the remote desktop server(s) on a screened subnet, and implement two-factor authentication B) Deploy a remote desktop server on your internal LAN, and require an active directory integrated SSL connection for access C) Distribute new IPsec VPN client software to applicable parties, and then virtualize the remote desktop services functionality D) Change remote desktop to a non-standard port and implement password complexity for the entire active directory domain",A
1767,"Among the most widely used and potentially damaging attacks based on network vulnerabilities are: **Options:** A) Buffer overflows and session hijacking. B) Sniffing, spoofing, and wardialing. C) ARP poisoning and denial-of-service attacks. D) Sniffing, spoofing, and session hijacking.",D
1768,You are the security administrator for your company. You identify a security risk. You decide to continue with the current security plan. However you develop a contingency plan for if the security risk occurs. Which type of risk response strategy are you demonstrating? **Options:** A) Transference B) Mitigation C) Acceptance D) Avoidance,C
1769,Which type of IDS employs a database of attack signatures to detect intrusion attempts? **Options:** A) Honey pot B) Behavior-based IDS C) Network-based IDS D) Knowledge-based IDS,D
1770,Which device is primarily involved in transmitting packets to their destinations and works at the Network layer? **Options:** A) Bridge B) Switch C) Router D) Hub,C
1771,SSL is a mechanism for which of the following? **Options:** A) Authenticating data B) Securing transmitted data C) Verifying data D) Securing stored data,B
1772,What is the primary technology utilized for biometric identification? **Options:** A) Retina scan B) Voice recognition C) Facial recognition D) Fingerprints,D
1773,"In the client-server model, where is the bulk of the processing done? **Options:** A) Locally B) Locally and the results are presented remotely C) On the client and server equally D) Remotely and the results are presented locally",D
1774,What does ARO stand for in the context of risk assessment? **Options:** A) Asset Risk Overview B) Annual Loss Expectancy C) Asset Replacement Option D) Annual Rate of Occurrence,D
1775,Which type of NLSP can provide subnetwork-level security? **Options:** A) Connectionless NLSP B) Connection-oriented NLSP C) Both A and B D) Neither A nor B,C
1776,"What task includes the evaluation of all collected information regarding threats, vulnerabilities, assets, and asset values? **Options:** A) Risk Evaluation B) Safeguard Selection and Risk Mitigation Analysis C) Threat Analysis D) Vulnerability Analysis",A
